InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV1158,SKU057,Casual Pants,11,2024-03-20 00:00:00,42.48,198.0,United Kingdom
INV0438,SKU153,Ruler,2,2023-12-27 00:00:00,34.54,283.0,United Kingdom
INV0887,SKU043,Sweater,18,2024-01-12 00:00:00,68.49,389.0,United Kingdom
INV0783,SKU149,Paper Clips,24,2024-08-05 00:00:00,77.67,532.0,United Kingdom
INV0207,SKU165,Envelopes,16,2024-04-25 00:00:00,95.58,3.0,United Kingdom
INV0098,SKU058,Jeans,3,2024-08-22 00:00:00,70.32,736.0,United Kingdom
INV0540,SKU135,Stapler,15,2024-07-17 00:00:00,20.34,629.0,United Kingdom
INV0828,SKU065,Air Fryer,22,2024-10-11 00:00:00,55.08,2.0,United Kingdom
INV0169,SKU184,Binder,23,2024-08-15 00:00:00,11.83,655.0,United Kingdom
INV0043,SKU193,Eraser,3,2024-05-28 00:00:00,58.5,744.0,Norway
INV1233,SKU163,Scissors,4,2024-08-30 00:00:00,84.72,767.0,Denmark
INV0291,SKU080,Coffee Maker,3,2024-07-15 00:00:00,98.54,51.0,United Kingdom
INV1027,SKU165,Markers Set,1,2024-09-15 00:00:00,56.17,568.0,United Kingdom
INV0459,SKU143,Post-its,2,2024-01-14 00:00:00,3.44,242.0,United Kingdom
INV0075,SKU039,Leather Belt,9,2024-01-31 00:00:00,66.91,491.0,United Kingdom
INV0366,SKU199,Pencils,11,2024-06-22 00:00:00,5.73,727.0,United Kingdom
INV0109,SKU174,Markers,12,2024-04-16 00:00:00,82.63,623.0,United Kingdom
INV0095,SKU070,Electric Kettle,17,2024-06-16 00:00:00,16.29,4.0,Norway
INV1030,SKU102,Plant Pot,18,2024-08-05 00:00:00,71.94,543.0,United Kingdom
INV0579,SKU045,Jeans,10,2024-01-08 00:00:00,57.16,665.0,United Kingdom
INV1024,SKU181,Paper Clips,5,2023-12-22 00:00:00,22.97,729.0,United Kingdom
INV0228,SKU133,Planner,23,2024-04-04 00:00:00,32.37,118.0,United Kingdom
INV1039,SKU128,Tape Dispenser,17,2024-04-22 00:00:00,49.54,482.0,United Kingdom
INV0844,SKU069,Immersion Blender,9,2024-01-30 00:00:00,51.68,691.0,Austria
INV0091,SKU112,Throw Pillow,18,2024-02-01 00:00:00,91.83,722.0,United Kingdom
INV0682,SKU188,Markers,15,2024-03-28 00:00:00,76.73,625.0,United Kingdom
INV0801,SKU157,Post-its,5,2024-01-08 00:00:00,38.11,421.0,United Kingdom
INV0229,SKU096,Area Rug,10,2024-10-19 00:00:00,98.42,752.0,Sweden
INV1075,SKU173,Markers Set,15,2023-12-05 00:00:00,7.74,673.0,United Kingdom
INV0584,SKU030,Portable Charger,14,2024-06-24 00:00:00,34.11,,United Kingdom
INV0790,SKU101,Track Light,18,2024-03-17 00:00:00,66.89,210.0,United Kingdom
INV0288,SKU054,Cotton T-Shirt,6,2024-02-29 00:00:00,10.13,473.0,United Kingdom
INV0381,SKU078,Griddle,23,2023-12-16 00:00:00,73.84,692.0,United Kingdom
INV0412,SKU198,Binder,19,2024-05-20 00:00:00,81.27,2.0,United Kingdom
INV0711,SKU002,Phone Case,5,2024-10-01 00:00:00,59.16,722.0,United Kingdom
INV0140,SKU054,Rain Jacket,-5,2024-03-29 00:00:00,32.45,3.0,United Kingdom
INV0660,SKU186,File Folders,20,2023-12-26 00:00:00,64.03,14.0,France
INV0276,SKU106,Wall Art,10,2024-03-10 00:00:00,62.5,709.0,United Kingdom
INV0180,SKU141,Notebook,23,2024-04-01 00:00:00,68.67,7.0,Austria
INV0934,SKU180,Paper Clips,24,2024-03-11 00:00:00,94.23,131.0,United Kingdom
INV0748,SKU023,Camera Lens,17,2024-07-03 00:00:00,11.56,439.0,United Kingdom
INV0310,SKU048,Winter Hat,3,2024-09-22 00:00:00,74.37,323.0,United Kingdom
INV0703,SKU174,Calendar,7,2024-11-30 00:00:00,64.6,764.0,United Kingdom
INV1146,SKU133,Highlighters,16,2024-10-02 00:00:00,16.25,1.0,United Kingdom
INV1020,SKU190,Binder,2,2024-05-02 00:00:00,9.52,734.0,Denmark
INV1098,SKU079,Air Fryer,11,2024-03-14 00:00:00,25.19,14.0,United Kingdom
INV1016,SKU085,Griddle,24,2024-08-13 00:00:00,50.19,399.0,United Kingdom
INV0389,SKU015,Audio Jack,15,2024-01-11 00:00:00,91.31,659.0,United Kingdom
INV1214,SKU197,Post-its,6,2024-07-15 00:00:00,92.9,5.0,United Kingdom
INV0313,SKU037,Polo Shirt,20,2024-05-03 00:00:00,68.84,,United Kingdom
INV0868,SKU076,Mixer,18,2024-09-12 00:00:00,47.12,7.0,United Kingdom
INV0850,SKU177,File Folders,21,2024-01-14 00:00:00,53.55,744.0,United Kingdom
INV0041,SKU044,Thermal Leggings,23,2024-05-03 00:00:00,54.83,613.0,United Kingdom
INV0633,SKU013,Wireless Headphones,5,2024-01-02 00:00:00,34.73,752.0,United Kingdom
INV0199,SKU123,Stapler,11,2024-01-29 00:00:00,89.65,35.0,United Kingdom
INV0087,SKU156,Stapler,12,2024-05-07 00:00:00,27.79,269.0,United Kingdom
INV1202,SKU169,Highlighters,1,2024-05-20 00:00:00,91.47,33.0,United Kingdom
INV0045,SKU113,Mirror,15,2024-08-25 00:00:00,33.48,5.0,United Kingdom
INV1070,SKU076,Toaster,22,2024-04-09 00:00:00,19.6,95.0,United Kingdom
INV0152,SKU056,Hiking Boots,1,2023-12-31 00:00:00,3.3,3.0,United Kingdom
INV0678,SKU112,Pendant Light,22,2023-12-13 00:00:00,8.73,288.0,United Kingdom
INV1041,SKU052,Winter Hat,13,2024-08-28 00:00:00,85.35,642.0,United Kingdom
INV0573,SKU183,Ruler,4,2024-03-22 00:00:00,71.65,170.0,United Kingdom
INV0709,SKU081,Pressure Cooker,21,2024-11-05 00:00:00,42.36,477.0,United Kingdom
INV0033,SKU012,Camera Lens,3,2024-03-21 00:00:00,50.33,129.0,United Kingdom
INV0007,SKU033,Hoodie,18,2024-07-08 00:00:00,66.52,579.0,United Kingdom
INV0130,SKU168,Eraser,15,2024-09-17 00:00:00,93.5,705.0,United Kingdom
INV1087,SKU190,Tape Dispenser,18,2024-06-13 00:00:00,34.43,10.0,United Kingdom
INV1089,SKU096,Track Light,10,2023-12-10 00:00:00,75.66,,Poland
INV1217,SKU017,Phone Mount,24,2024-06-07 00:00:00,28.36,756.0,United Kingdom
INV1217,SKU066,Waffle Maker,6,2024-01-20 00:00:00,4.94,749.0,United Kingdom
INV1038,SKU071,Coffee Maker,-8,2024-03-25 00:00:00,78.92,8.0,United Kingdom
INV0064,SKU186,Pencils,15,2024-09-13 00:00:00,80.6,723.0,United Kingdom
INV0359,SKU095,Wall Clock,8,2024-01-18 00:00:00,85.05,689.0,United Kingdom
INV1013,SKU034,Leather Belt,6,2024-05-16 00:00:00,93.55,564.0,United Kingdom
INV0068,SKU081,Deep Fryer,23,2024-02-07 00:00:00,33.74,728.0,United Kingdom
INV0093,SKU038,Leather Belt,24,2024-03-04 00:00:00,27.1,,Austria
INV1000,SKU133,Eraser,8,2024-11-25 00:00:00,34.96,590.0,United Kingdom
INV0328,SKU080,Food Processor,10,2024-07-10 00:00:00,58.74,419.0,Austria
INV0571,SKU126,Binder,6,2024-04-25 00:00:00,48.74,209.0,United Kingdom
INV0309,SKU089,Juicer,12,2023-12-03 00:00:00,74.2,780.0,United Kingdom
INV0387,SKU003,Stylus Pen,20,2024-03-28 00:00:00,27.61,581.0,United Kingdom
INV0293,SKU100,Curtains,10,2024-11-18 00:00:00,22.44,687.0,United Kingdom
INV0539,SKU003,Portable Charger,8,2024-10-18 00:00:00,98.03,505.0,United Kingdom
INV0186,SKU030,Stylus Pen,-6,2024-01-05 00:00:00,37.68,1.0,United Kingdom
INV0853,SKU065,Egg Cooker,24,2024-03-20 00:00:00,94.48,623.0,United Kingdom
INV0535,SKU123,Scissors,1,2024-10-20 00:00:00,79.37,4.0,United Kingdom
INV1093,SKU025,Cable Organizer,15,2024-09-11 00:00:00,65.46,85.0,United Kingdom
INV0060,SKU058,Socks Pack,4,2024-08-08 00:00:00,31.1,274.0,United Kingdom
INV0891,SKU107,Track Light,21,2024-08-23 00:00:00,71.56,83.0,United Kingdom
INV0342,SKU135,Pencils,5,2024-03-12 00:00:00,48.4,490.0,United Kingdom
INV0600,SKU041,Shorts,18,2023-12-15 00:00:00,32.71,82.0,United Kingdom
INV0508,SKU008,Charging Dock,12,2024-01-31 00:00:00,64.94,36.0,United Kingdom
INV0191,SKU061,Egg Cooker,6,2024-04-08 00:00:00,47.63,566.0,United Kingdom
INV0095,SKU147,Eraser,16,2024-09-26 00:00:00,99.23,536.0,United Kingdom
INV0136,SKU037,Casual Pants,14,2024-03-13 00:00:00,15.4,728.0,United Kingdom
INV0444,SKU067,Pressure Cooker,24,2024-05-28 00:00:00,25.1,220.0,United Kingdom
INV0801,SKU075,Griddle,9,2024-03-07 00:00:00,11.9,564.0,Italy
INV1144,SKU192,Binder,19,2023-12-29 00:00:00,13.93,243.0,United Kingdom
INV0879,SKU093,Wall Sconce,12,2024-06-30 00:00:00,70.42,496.0,United Kingdom
INV0370,SKU072,Coffee Grinder,9,2024-07-17 00:00:00,37.62,1.0,United Kingdom
INV0308,SKU005,SIM Card Tray,7,2024-06-08 00:00:00,98.31,733.0,United Kingdom
INV0413,SKU194,Pencils,6,2024-06-09 00:00:00,10.26,518.0,United Kingdom
INV0119,SKU085,Egg Cooker,1,2024-10-07 00:00:00,26.1,1.0,United Kingdom
INV0491,SKU013,Bluetooth Speaker,23,2024-01-03 00:00:00,32.32,600.0,Denmark
INV0410,SKU101,Curtain Rod,5,2024-06-20 00:00:00,10.39,360.0,United Kingdom
INV1040,SKU117,String Lights,20,2024-09-29 00:00:00,21.58,34.0,United Kingdom
INV0802,SKU122,Envelopes,12,2024-04-22 00:00:00,22.29,536.0,United Kingdom
INV0216,SKU075,Electric Kettle,14,2024-05-15 00:00:00,13.79,599.0,United Kingdom
INV0324,SKU189,File Folders,7,2024-06-27 00:00:00,43.39,669.0,United Kingdom
INV0292,SKU180,Binder,15,2024-01-31 00:00:00,98.8,235.0,United Kingdom
INV0982,SKU007,Tempered Glass,8,2024-03-01 00:00:00,97.43,552.0,United Kingdom
INV0935,SKU026,Phone Stand,13,2024-10-02 00:00:00,15.46,701.0,United Kingdom
INV0103,SKU057,Cotton T-Shirt,15,2024-06-23 00:00:00,59.15,220.0,Germany
INV1138,SKU020,SIM Card Tray,7,2024-09-23 00:00:00,66.59,121.0,United Kingdom
INV0223,SKU117,Mirror,4,2024-08-14 00:00:00,74.3,329.0,United Kingdom
INV0897,SKU085,Toaster,12,2024-03-22 00:00:00,84.55,693.0,United Kingdom
INV0615,SKU134,Scissors,1,2024-06-28 00:00:00,4.17,636.0,United Kingdom
INV1214,SKU150,Pencils,13,2024-02-22 00:00:00,77.67,533.0,Poland
INV1249,SKU140,Binder,5,2023-12-21 00:00:00,57.16,7.0,United Kingdom
INV0875,SKU116,Throw Pillow,13,2024-08-07 00:00:00,38.87,518.0,Germany
INV0928,SKU095,LED Desk Lamp,21,2024-06-02 00:00:00,56.1,,United Kingdom
INV1026,SKU014,Screen Protector,11,2024-09-19 00:00:00,91.64,272.0,United Kingdom
INV0961,SKU004,SIM Card Tray,21,2024-10-01 00:00:00,92.02,402.0,United Kingdom
INV0254,SKU045,Polo Shirt,3,2024-08-21 00:00:00,41.71,674.0,United Kingdom
INV0269,SKU007,Portable Charger,6,2024-09-13 00:00:00,68.1,682.0,United Kingdom
INV0847,SKU024,SIM Card Tray,12,2024-05-15 00:00:00,56.37,53.0,United Kingdom
INV1020,SKU077,Rice Cooker,17,2023-12-27 00:00:00,20.51,606.0,United Kingdom
INV0543,SKU160,Post-its,6,2023-12-13 00:00:00,77.55,355.0,France
INV0749,SKU114,Desk Organizer,7,2024-07-17 00:00:00,83.89,141.0,United Kingdom
INV0936,SKU185,Scissors,5,2023-12-14 00:00:00,5.28,428.0,United Kingdom
INV0291,SKU106,Area Rug,9,2024-09-26 00:00:00,90.26,209.0,United Kingdom
INV0840,SKU012,SIM Card Tray,23,2024-09-02 00:00:00,11.89,439.0,Netherlands
INV0963,SKU099,Floor Lamp,6,2024-06-23 00:00:00,1.87,629.0,United Kingdom
INV0268,SKU131,Whiteboard,11,2024-03-21 00:00:00,32.29,369.0,United Kingdom
INV0533,SKU168,Paper Clips,21,2024-05-21 00:00:00,11.31,451.0,United Kingdom
INV0054,SKU065,Toaster,7,2024-09-21 00:00:00,57.13,486.0,United Kingdom
INV0642,SKU114,Picture Frame,23,2024-01-19 00:00:00,61.53,92.0,United Kingdom
INV0054,SKU168,Whiteboard,17,2024-10-02 00:00:00,92.8,319.0,United Kingdom
INV0393,SKU026,Stylus Pen,1,2024-11-29 00:00:00,40.83,262.0,United Kingdom
INV0750,SKU148,Envelopes,2,2024-08-27 00:00:00,60.17,661.0,United Kingdom
INV1121,SKU142,Post-its,16,2024-01-28 00:00:00,7.61,612.0,United Kingdom
INV0215,SKU169,Stapler,18,2024-03-24 00:00:00,95.65,653.0,United Kingdom
INV1081,SKU132,Scissors,1,2024-07-27 00:00:00,19.34,763.0,United Kingdom
INV0992,SKU010,Camera Lens,22,2024-10-12 00:00:00,54.36,635.0,United Kingdom
INV0699,SKU187,Eraser,19,2024-03-18 00:00:00,45.42,9.0,Sweden
INV1011,SKU060,Flip Flops,-1,2024-03-13 00:00:00,25.65,636.0,United Kingdom
INV0856,SKU166,Envelopes,21,2024-11-16 00:00:00,30.43,499.0,United Kingdom
INV0421,SKU004,USB-C Cable,23,2024-02-11 00:00:00,87.14,792.0,United Kingdom
INV0390,SKU067,Griddle,3,2024-03-24 00:00:00,61.74,290.0,United Kingdom
INV0584,SKU166,Ruler,11,2024-07-12 00:00:00,85.88,58.0,United Kingdom
INV0513,SKU086,Waffle Maker,7,2024-01-25 00:00:00,86.51,173.0,United Kingdom
INV0939,SKU040,Sweater,23,2024-09-19 00:00:00,70.17,70.0,Belgium
INV0419,SKU010,USB-C Cable,13,2024-11-27 00:00:00,52.31,127.0,United Kingdom
INV0556,SKU101,Wall Art,16,2023-12-29 00:00:00,81.09,479.0,United Kingdom
INV0012,SKU027,Camera Lens,18,2024-11-07 00:00:00,94.71,104.0,United Kingdom
INV0092,SKU039,Socks Pack,8,2024-09-28 00:00:00,21.08,10.0,United Kingdom
INV0086,SKU166,Calendar,1,2024-03-20 00:00:00,49.87,175.0,United Kingdom
INV0937,SKU198,Eraser,5,2024-03-06 00:00:00,57.56,221.0,United Kingdom
INV0299,SKU188,Scissors,13,2024-08-31 00:00:00,50.17,745.0,United Kingdom
INV0317,SKU132,Stapler,24,2024-07-30 00:00:00,71.82,1.0,United Kingdom
INV0741,SKU191,Sticky Notes,2,2024-06-18 00:00:00,99.22,225.0,Norway
INV0324,SKU027,USB-C Cable,20,2024-02-02 00:00:00,76.08,578.0,United Kingdom
INV0801,SKU184,Planner,20,2024-07-29 00:00:00,44.64,67.0,United Kingdom
INV0268,SKU038,Leather Belt,17,2024-10-07 00:00:00,7.18,69.0,United Kingdom
INV0665,SKU047,Sweater,13,2024-10-16 00:00:00,32.29,682.0,United Kingdom
INV1027,SKU083,Air Fryer,11,2024-05-14 00:00:00,60.26,,Poland
INV0104,SKU062,Deep Fryer,16,2024-05-05 00:00:00,51.74,422.0,United Kingdom
INV1116,SKU197,Eraser,13,2024-05-04 00:00:00,4.36,695.0,United Kingdom
INV0750,SKU079,Blender,21,2024-10-01 00:00:00,13.71,417.0,Austria
INV0002,SKU120,Curtain Rod,18,2024-08-11 00:00:00,95.57,409.0,United Kingdom
INV1188,SKU053,Scarf,15,2024-03-22 00:00:00,45.15,,United Kingdom
INV0480,SKU079,Toaster,5,2024-09-02 00:00:00,93.68,696.0,United Kingdom
INV0294,SKU057,Gloves,12,2024-06-09 00:00:00,52.24,453.0,United Kingdom
INV0036,SKU195,Highlighters,16,2024-05-04 00:00:00,27.89,794.0,United Kingdom
INV0668,SKU167,Eraser,17,2024-05-03 00:00:00,75.38,2.0,United Kingdom
INV0150,SKU174,Highlighters,18,2023-12-10 00:00:00,9.81,787.0,United Kingdom
INV1189,SKU060,Winter Jacket,21,2024-08-07 00:00:00,63.25,8.0,Denmark
INV0390,SKU045,Cotton T-Shirt,8,2024-08-09 00:00:00,63.66,,Denmark
INV0211,SKU020,Protective Film,14,2024-02-20 00:00:00,96.29,5.0,Sweden
INV0820,SKU071,Coffee Grinder,2,2024-01-05 00:00:00,8.94,787.0,United Kingdom
INV1084,SKU138,Stapler,15,2024-07-10 00:00:00,34.85,53.0,United Kingdom
INV0413,SKU062,Rice Cooker,5,2024-06-13 00:00:00,3.96,656.0,United Kingdom
INV0727,SKU022,Phone Holder,22,2024-03-07 00:00:00,59.85,608.0,United Kingdom
INV0624,SKU029,Charging Dock,2,2024-06-12 00:00:00,78.5,28.0,United Kingdom
INV0266,SKU100,Area Rug,8,2024-04-15 00:00:00,9.37,127.0,Spain
INV1041,SKU188,Whiteboard,9,2024-08-21 00:00:00,63.42,181.0,United Kingdom
INV0625,SKU115,Curtain Rod,5,2024-11-08 00:00:00,25.29,621.0,United Kingdom
INV0338,SKU043,Jeans,5,2024-10-05 00:00:00,30.92,702.0,United Kingdom
INV0592,SKU006,Phone Ring,5,2024-06-24 00:00:00,91.18,275.0,United Kingdom
INV0833,SKU092,Curtains,3,2024-10-12 00:00:00,90.68,198.0,Norway
INV1070,SKU193,Highlighters,11,2024-11-10 00:00:00,56.25,5.0,United Kingdom
INV1228,SKU070,Vacuum Sealer,10,2024-07-14 00:00:00,73.39,211.0,United Kingdom
INV0853,SKU097,Wall Sconce,13,2024-05-10 00:00:00,5.95,2.0,United Kingdom
INV0329,SKU119,Picture Frame,23,2024-05-05 00:00:00,1.52,,Sweden
INV0985,SKU054,Rain Jacket,13,2024-08-27 00:00:00,38.29,4.0,United Kingdom
INV0987,SKU079,Food Processor,6,2024-03-04 00:00:00,48.52,652.0,United Kingdom
INV1007,SKU106,Table Lamp,24,2024-10-23 00:00:00,50.71,490.0,United Kingdom
INV1195,SKU142,Binder,19,2024-10-09 00:00:00,60.22,5.0,United Kingdom
INV0639,SKU010,Phone Stand,4,2024-11-19 00:00:00,18.16,658.0,United Kingdom
INV0603,SKU144,Stapler,7,2023-12-19 00:00:00,14.75,57.0,United Kingdom
INV1067,SKU008,Cable Organizer,9,2024-01-06 00:00:00,46.28,657.0,Spain
INV1097,SKU082,Microwave,1,2024-07-02 00:00:00,33.96,211.0,United Kingdom
INV0991,SKU108,Desk Organizer,16,2024-08-13 00:00:00,1.27,,United Kingdom
INV0310,SKU062,Rice Cooker,16,2024-11-04 00:00:00,99.22,470.0,United Kingdom
INV0427,SKU139,Post-its,13,2024-07-29 00:00:00,69.1,744.0,Italy
INV0139,SKU151,Notebook,18,2024-02-22 00:00:00,80.07,126.0,United Kingdom
INV1236,SKU036,Casual Pants,2,2024-06-04 00:00:00,34.28,293.0,United Kingdom
INV0045,SKU165,Paper Clips,1,2024-06-22 00:00:00,37.65,172.0,United Kingdom
INV0535,SKU149,Calendar,17,2024-03-18 00:00:00,62.78,691.0,United Kingdom
INV0115,SKU029,Screen Protector,24,2024-02-25 00:00:00,39.35,202.0,Netherlands
INV0373,SKU024,Tempered Glass,20,2024-08-25 00:00:00,39.68,286.0,United Kingdom
INV0194,SKU124,Planner,12,2024-11-30 00:00:00,99.11,347.0,United Kingdom
INV0178,SKU081,Slow Cooker,8,2024-01-05 00:00:00,94.87,496.0,United Kingdom
INV1209,SKU073,Pressure Cooker,8,2024-03-10 00:00:00,5.72,795.0,United Kingdom
INV0550,SKU102,Throw Pillow,3,2024-05-23 00:00:00,11.34,8.0,United Kingdom
INV0838,SKU153,Paper Clips,2,2023-12-02 00:00:00,37.32,298.0,United Kingdom
INV0156,SKU140,Whiteboard,20,2024-07-29 00:00:00,38.39,,United Kingdom
INV0466,SKU116,Desk Organizer,24,2023-12-09 00:00:00,3.33,783.0,United Kingdom
INV1017,SKU004,Screen Protector,20,2024-03-13 00:00:00,43.02,375.0,United Kingdom
INV0313,SKU122,Ruler,21,2024-01-24 00:00:00,39.46,602.0,United Kingdom
INV0401,SKU109,Mirror,10,2024-09-09 00:00:00,84.33,679.0,United Kingdom
INV0561,SKU078,Juicer,19,2024-01-24 00:00:00,35.69,7.0,United Kingdom
INV0931,SKU142,Highlighters,14,2024-03-10 00:00:00,71.84,769.0,United Kingdom
INV1085,SKU089,Waffle Maker,21,2024-01-11 00:00:00,2.62,640.0,Poland
INV0825,SKU153,Highlighters,21,2024-03-20 00:00:00,77.78,93.0,United Kingdom
INV1184,SKU101,Curtains,23,2024-07-18 00:00:00,38.64,505.0,United Kingdom
INV0165,SKU124,Tape Dispenser,9,2024-11-10 00:00:00,4.38,266.0,United Kingdom
INV0904,SKU089,Toaster,16,2024-10-18 00:00:00,31.95,694.0,Denmark
INV0313,SKU009,Phone Holder,13,2024-01-30 00:00:00,81.43,429.0,Spain
INV0984,SKU198,Binder,17,2024-02-22 00:00:00,69.82,717.0,United Kingdom
INV0365,SKU054,Hiking Boots,19,2024-06-12 00:00:00,41.59,100.0,United Kingdom
INV0147,SKU012,USB-C Cable,18,2024-02-03 00:00:00,68.99,226.0,United Kingdom
INV0865,SKU023,Stylus Pen,15,2024-09-25 00:00:00,80.67,72.0,United Kingdom
INV1203,SKU176,Tape Dispenser,13,2024-04-09 00:00:00,27.93,289.0,United Kingdom
INV0884,SKU178,Paper Clips,6,2024-10-23 00:00:00,55.09,,Netherlands
INV1043,SKU137,Scissors,5,2024-06-22 00:00:00,15.57,6.0,United Kingdom
INV0789,SKU185,Envelopes,21,2024-05-26 00:00:00,45.45,,United Kingdom
INV0170,SKU169,Notebook,10,2024-08-16 00:00:00,94.55,80.0,United Kingdom
INV0957,SKU018,SIM Card Tray,-7,2024-02-27 00:00:00,42.06,386.0,Poland
INV1143,SKU126,Envelopes,4,2024-01-31 00:00:00,8.52,738.0,United Kingdom
INV0798,SKU088,Egg Cooker,13,2024-11-21 00:00:00,80.74,,United Kingdom
INV0197,SKU172,Stapler,22,2024-06-26 00:00:00,10.63,782.0,United Kingdom
INV0314,SKU140,Paper Clips,22,2023-12-20 00:00:00,3.24,759.0,United Kingdom
INV0051,SKU098,Night Light,9,2024-09-18 00:00:00,48.74,763.0,United Kingdom
INV0545,SKU002,Wireless Charger,23,2024-06-21 00:00:00,44.67,291.0,United Kingdom
INV0620,SKU080,Mixer,4,2024-03-16 00:00:00,67.22,690.0,United Kingdom
INV0183,SKU102,Pendant Light,6,2024-10-03 00:00:00,98.78,230.0,United Kingdom
INV0235,SKU151,File Folders,3,2024-11-10 00:00:00,4.47,717.0,United Kingdom
INV1029,SKU002,Wireless Charger,13,2024-11-26 00:00:00,67.05,600.0,United Kingdom
INV0235,SKU058,Flip Flops,22,2024-10-13 00:00:00,6.65,569.0,United Kingdom
INV0963,SKU154,Highlighters,8,2024-03-05 00:00:00,1.48,272.0,United Kingdom
INV0749,SKU016,Phone Ring,8,2024-09-25 00:00:00,11.55,444.0,United Kingdom
INV0842,SKU048,Winter Hat,6,2024-08-08 00:00:00,51.3,212.0,Netherlands
INV0112,SKU174,Post-its,19,2024-01-19 00:00:00,99.02,664.0,United Kingdom
INV0365,SKU070,Air Fryer,9,2024-11-18 00:00:00,3.22,103.0,United Kingdom
INV1175,SKU046,Socks Pack,19,2024-10-18 00:00:00,49.32,54.0,United Kingdom
INV1130,SKU192,Planner,11,2024-03-06 00:00:00,69.01,676.0,United Kingdom
INV0989,SKU072,Juicer,2,2024-02-26 00:00:00,78.09,49.0,United Kingdom
INV1132,SKU030,Protective Film,1,2024-06-29 00:00:00,52.86,280.0,Sweden
INV0906,SKU039,Sweater,2,2024-03-10 00:00:00,88.92,276.0,United Kingdom
INV0883,SKU146,Tape Dispenser,11,2024-06-04 00:00:00,48.07,41.0,United Kingdom
INV1179,SKU154,Notebook,23,2024-02-19 00:00:00,43.33,256.0,United Kingdom
INV0148,SKU187,Binder,3,2024-01-05 00:00:00,65.11,675.0,United Kingdom
INV0785,SKU024,Cable Organizer,16,2024-08-07 00:00:00,18.5,7.0,United Kingdom
INV0078,SKU107,Pendant Light,18,2024-02-23 00:00:00,21.04,385.0,United Kingdom
INV1186,SKU078,Slow Cooker,19,2024-01-14 00:00:00,24.16,409.0,United Kingdom
INV0508,SKU174,Highlighters,17,2024-01-16 00:00:00,59.61,434.0,United Kingdom
INV1205,SKU037,Thermal Leggings,16,2024-07-24 00:00:00,81.73,129.0,United Kingdom
INV0084,SKU037,Gloves,22,2024-05-03 00:00:00,40.21,437.0,Norway
INV0940,SKU110,Desk Organizer,15,2024-10-11 00:00:00,87.68,8.0,United Kingdom
INV0755,SKU096,Night Light,19,2024-02-15 00:00:00,61.96,636.0,United Kingdom
INV0140,SKU032,Rain Jacket,9,2024-03-25 00:00:00,25.4,565.0,United Kingdom
INV1193,SKU065,Air Fryer,22,2024-06-01 00:00:00,22.68,368.0,United Kingdom
INV1037,SKU085,Microwave,-9,2024-06-03 00:00:00,60.82,6.0,United Kingdom
INV1072,SKU116,String Lights,8,2024-11-05 00:00:00,8.48,2.0,United Kingdom
INV0589,SKU102,LED Desk Lamp,15,2024-11-10 00:00:00,68.2,783.0,United Kingdom
INV1021,SKU061,Egg Cooker,18,2024-05-18 00:00:00,12.27,266.0,United Kingdom
INV0265,SKU121,Calendar,23,2024-04-19 00:00:00,11.64,126.0,United Kingdom
INV0310,SKU156,Calendar,16,2024-01-28 00:00:00,25.91,460.0,Spain
INV1147,SKU023,Phone Ring,3,2024-11-19 00:00:00,39.13,503.0,United Kingdom
INV0555,SKU088,Toaster,13,2024-04-21 00:00:00,29.21,409.0,United Kingdom
INV0872,SKU158,Notebook,21,2024-01-03 00:00:00,27.53,,United Kingdom
INV0656,SKU069,Waffle Maker,15,2024-02-21 00:00:00,12.37,550.0,United Kingdom
INV0999,SKU177,Post-its,-9,2024-03-11 00:00:00,48.19,344.0,United Kingdom
INV0332,SKU054,Dress Shirt,24,2024-04-18 00:00:00,82.61,688.0,United Kingdom
INV0464,SKU184,Stapler,12,2024-01-05 00:00:00,90.77,458.0,United Kingdom
INV0450,SKU092,Table Lamp,16,2024-05-28 00:00:00,55.38,152.0,United Kingdom
INV0970,SKU041,Cotton T-Shirt,19,2024-08-03 00:00:00,99.71,654.0,Austria
INV0954,SKU189,Paper Clips,14,2024-01-26 00:00:00,31.97,747.0,United Kingdom
INV1227,SKU134,Eraser,-4,2024-02-22 00:00:00,94.45,386.0,United Kingdom
INV0760,SKU069,Mixer,-7,2024-11-20 00:00:00,52.01,605.0,United Kingdom
INV0331,SKU049,Shorts,1,2024-08-20 00:00:00,86.89,476.0,Netherlands
INV0233,SKU049,Thermal Leggings,7,2024-10-29 00:00:00,73.01,9.0,Netherlands
INV0700,SKU043,Scarf,22,2024-07-17 00:00:00,12.75,581.0,United Kingdom
INV0222,SKU197,Stapler,2,2024-04-03 00:00:00,69.17,7.0,United Kingdom
INV0740,SKU132,Ruler,21,2024-01-08 00:00:00,49.65,416.0,United Kingdom
INV1050,SKU078,Deep Fryer,10,2024-08-27 00:00:00,6.86,131.0,United Kingdom
INV0833,SKU059,Sweatpants,22,2024-03-24 00:00:00,0.99,280.0,United Kingdom
INV0190,SKU162,Post-its,4,2024-08-11 00:00:00,12.22,182.0,United Kingdom
INV0057,SKU083,Microwave,-8,2024-11-23 00:00:00,9.04,693.0,United Kingdom
INV0942,SKU148,Stapler,23,2024-10-16 00:00:00,33.61,666.0,United Kingdom
INV0524,SKU148,Binder,17,2024-07-22 00:00:00,52.9,,United Kingdom
